#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN,1PP_MV,VOTOS,PCN,DIF_2DO,PCN,2PP_MV,VOTOS,PCN,DIF_3RO,PCN,3PP_MV,VOTOS,PCN,PAN,PCN,PRI,PCN,PRD,PCN,MC,PCN,PVEM,PCN,MORENA,PCN,PT,PCN,QI,PCN,PES,PCN,RSP,PCN,FM,PCN,EAMA,PCN,ASE,PCN,PAN_QI,PCN,PRI_PVEM,PCN,PVEM-PT,PCN,CNR,PCN,NULOS,PCN,TOT_VOTOS,VALIDACION
49,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,48,"2,168","1,711",0.79,0.21,PRI,647,0.38,168,0.10,PAN,479,0.28,136,0.08,MORENA,343,0.20,PRI,647,0.38,168,0.10,PAN,479,0.28,136,0.08,MORENA,343,0.27,479,0.28,647,0.38,7,0.00,10,0.01,91,0.05,343,0.20,0,0.00,16,0.01,0,0.00,6,0.00,47,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,65,0.04,"1,711",100.00%
50,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,49,"2,476","1,475",0.60,0.40,PAN,470,0.32,83,0.06,PRI,387,0.26,66,0.04,MORENA,321,0.22,PAN,470,0.32,83,0.06,PRI,387,0.26,66,0.04,MORENA,321,0.19,470,0.32,387,0.26,8,0.01,8,0.01,166,0.11,321,0.22,0,0.00,8,0.01,0,0.00,12,0.01,54,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,39,0.03,"1,475",100.00%
51,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,51,824,471,0.57,0.43,PAN,159,0.34,51,0.11,MORENA,108,0.23,22,0.05,PRI,86,0.18,PAN,159,0.34,51,0.11,MORENA,108,0.23,22,0.05,PRI,86,0.06,159,0.34,86,0.18,5,0.01,3,0.01,54,0.11,108,0.23,0,0.00,3,0.01,0,0.00,5,0.01,31,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.04,471,100.00%
52,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,52,"1,370",460,0.34,0.66,MORENA,205,0.45,99,0.22,PAN,106,0.23,61,0.13,PRI,45,0.10,MORENA,205,0.45,99,0.22,PAN,106,0.23,61,0.13,PRI,45,0.10,106,0.23,45,0.10,8,0.02,2,0.00,23,0.05,205,0.45,0,0.00,1,0.00,0,0.00,7,0.02,42,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.05,460,100.00%
53,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,53,"1,031",326,0.32,0.68,PAN,146,0.45,89,0.27,PRI,57,0.17,7,0.02,MORENA,50,0.15,PAN,146,0.45,89,0.27,PRI,57,0.17,7,0.02,MORENA,50,0.11,146,0.45,57,0.17,1,0.00,1,0.00,42,0.13,50,0.15,0,0.00,0,0.00,0,0.00,0,0.00,10,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,19,0.06,326,100.00%
54,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,54,898,479,0.53,0.47,PAN,176,0.37,31,0.06,PRI,145,0.30,91,0.19,MORENA,54,0.11,PAN,176,0.37,31,0.06,PRI,145,0.30,91,0.19,MORENA,54,0.17,176,0.37,145,0.30,4,0.01,4,0.01,47,0.10,54,0.11,0,0.00,7,0.01,0,0.00,3,0.01,12,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27,0.06,479,100.00%
55,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,55,"1,220",768,0.63,0.37,PAN,318,0.41,123,0.16,PRI,195,0.25,21,0.03,MORENA,174,0.23,PAN,318,0.41,123,0.16,PRI,195,0.25,21,0.03,MORENA,174,0.36,318,0.41,195,0.25,2,0.00,5,0.01,40,0.05,174,0.23,0,0.00,2,0.00,0,0.00,2,0.00,19,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.01,768,100.00%
56,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,56,"1,095",545,0.50,0.50,PAN,254,0.47,137,0.25,MORENA,117,0.21,47,0.09,PRI,70,0.13,PAN,254,0.47,137,0.25,MORENA,117,0.21,47,0.09,PRI,70,0.09,254,0.47,70,0.13,2,0.00,4,0.01,50,0.09,117,0.21,0,0.00,1,0.00,0,0.00,6,0.01,7,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,0.06,545,100.00%
57,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,57,750,404,0.54,0.46,PAN,235,0.58,149,0.37,MORENA,86,0.21,59,0.15,PRI,27,0.07,PAN,235,0.58,149,0.37,MORENA,86,0.21,59,0.15,PRI,27,0.05,235,0.58,27,0.07,3,0.01,2,0.00,18,0.04,86,0.21,0,0.00,1,0.00,0,0.00,4,0.01,8,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,20,0.05,404,100.00%
58,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,58,"1,220",615,0.50,0.50,PAN,240,0.39,120,0.20,MORENA,120,0.20,5,0.01,PRI,115,0.19,PAN,240,0.39,120,0.20,MORENA,120,0.20,5,0.01,PRI,115,0.28,240,0.39,115,0.19,5,0.01,9,0.01,56,0.09,120,0.20,0,0.00,2,0.00,0,0.00,2,0.00,30,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,36,0.06,615,100.00%
59,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,59,930,414,0.45,0.55,PAN,169,0.41,103,0.25,MORENA,66,0.16,9,0.02,PVEM,57,0.14,PAN,169,0.41,103,0.25,MORENA,66,0.16,9,0.02,PVEM,57,0.09,169,0.41,53,0.13,4,0.01,2,0.00,57,0.14,66,0.16,0,0.00,13,0.03,0,0.00,4,0.01,23,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23,0.06,414,100.00%
60,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,60,"1,726",793,0.46,0.54,MORENA,419,0.53,266,0.34,PAN,153,0.19,86,0.11,PRI,67,0.08,MORENA,419,0.53,266,0.34,PAN,153,0.19,86,0.11,PRI,67,0.16,153,0.19,67,0.08,9,0.01,4,0.01,42,0.05,419,0.53,0,0.00,4,0.01,0,0.00,12,0.02,37,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,44,0.06,793,100.00%
61,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,61,"2,232","1,209",0.54,0.46,PAN,433,0.36,128,0.11,PRI,305,0.25,73,0.06,MORENA,232,0.19,PAN,433,0.36,128,0.11,PRI,305,0.25,73,0.06,MORENA,232,0.29,433,0.36,305,0.25,7,0.01,14,0.01,102,0.08,232,0.19,0,0.00,43,0.04,0,0.00,7,0.01,26,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,40,0.03,"1,209",100.00%
62,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,62,656,292,0.45,0.55,PAN,118,0.40,59,0.20,MORENA,59,0.20,4,0.01,PVEM,55,0.19,PAN,118,0.40,59,0.20,MORENA,59,0.20,4,0.01,PVEM,55,0.05,118,0.40,28,0.10,3,0.01,2,0.01,55,0.19,59,0.20,0,0.00,2,0.01,0,0.00,1,0.00,8,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,16,0.05,292,100.00%
63,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,63,"1,241",484,0.39,0.61,PAN,179,0.37,62,0.13,MORENA,117,0.24,8,0.02,PRI,109,0.23,PAN,179,0.37,62,0.13,MORENA,117,0.24,8,0.02,PRI,109,0.37,179,0.37,109,0.23,3,0.01,4,0.01,14,0.03,117,0.24,0,0.00,3,0.01,0,0.00,4,0.01,23,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,28,0.06,484,100.00%
64,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,64,"1,004",500,0.50,0.50,PAN,182,0.36,74,0.15,MORENA,108,0.22,4,0.01,PRI,104,0.21,PAN,182,0.36,74,0.15,MORENA,108,0.22,4,0.01,PRI,104,0.21,182,0.36,104,0.21,0,0.00,3,0.01,31,0.06,108,0.22,0,0.00,16,0.03,0,0.00,9,0.02,29,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.04,500,100.00%
65,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,65,"2,169","1,191",0.55,0.45,PAN,445,0.37,168,0.14,PRI,277,0.23,14,0.01,MORENA,263,0.22,PAN,445,0.37,168,0.14,PRI,277,0.23,14,0.01,MORENA,263,0.53,445,0.37,277,0.23,7,0.01,7,0.01,76,0.06,263,0.22,0,0.00,4,0.00,0,0.00,13,0.01,57,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,42,0.04,"1,191",100.00%
66,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,66,"3,666","1,852",0.51,0.49,PAN,636,0.34,159,0.09,PRI,477,0.26,180,0.10,MORENA,297,0.16,PAN,636,0.34,159,0.09,PRI,477,0.26,180,0.10,MORENA,297,0.25,636,0.34,477,0.26,17,0.01,16,0.01,200,0.11,297,0.16,0,0.00,8,0.00,0,0.00,33,0.02,79,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,87,0.05,"1,852",100.00%
67,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,67,993,444,0.45,0.55,PAN,181,0.41,81,0.18,MORENA,100,0.23,35,0.08,PRI,65,0.15,PAN,181,0.41,81,0.18,MORENA,100,0.23,35,0.08,PRI,65,0.04,181,0.41,65,0.15,3,0.01,5,0.01,36,0.08,100,0.23,0,0.00,1,0.00,0,0.00,4,0.01,27,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,22,0.05,444,100.00%
68,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,68,928,484,0.52,0.48,PAN,276,0.57,141,0.29,PRI,135,0.28,114,0.24,NULOS,21,0.04,PAN,276,0.57,141,0.29,PRI,135,0.28,114,0.24,NULOS,21,0.05,276,0.57,135,0.28,4,0.01,1,0.00,7,0.01,18,0.04,0,0.00,2,0.00,0,0.00,1,0.00,19,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,21,0.04,484,100.00%
69,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,69,"2,238","1,344",0.60,0.40,PAN,453,0.34,87,0.06,MORENA,366,0.27,50,0.04,PRI,316,0.24,PAN,453,0.34,87,0.06,MORENA,366,0.27,50,0.04,PRI,316,0.65,453,0.34,316,0.24,21,0.02,14,0.01,83,0.06,366,0.27,0,0.00,8,0.01,0,0.00,9,0.01,49,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,25,0.02,"1,344",100.00%
70,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,70,"3,021","1,249",0.41,0.59,MORENA,297,0.24,8,0.01,PAN,289,0.23,78,0.06,PRI,211,0.17,MORENA,297,0.24,8,0.01,PAN,289,0.23,78,0.06,PRI,211,0.16,289,0.23,211,0.17,27,0.02,8,0.01,133,0.11,297,0.24,0,0.00,9,0.01,0,0.00,10,0.01,197,0.16,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,68,0.05,"1,249",100.00%
71,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,71,"2,250","1,184",0.53,0.47,PAN,401,0.34,22,0.02,PRI,379,0.32,147,0.12,MORENA,232,0.20,PAN,401,0.34,22,0.02,PRI,379,0.32,147,0.12,MORENA,232,0.19,401,0.34,379,0.32,14,0.01,16,0.01,53,0.04,232,0.20,0,0.00,4,0.00,0,0.00,11,0.01,37,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,37,0.03,"1,184",100.00%
72,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,72,"2,201","1,119",0.51,0.49,PAN,385,0.34,143,0.13,MORENA,242,0.22,38,0.03,PRI,204,0.18,PAN,385,0.34,143,0.13,MORENA,242,0.22,38,0.03,PRI,204,0.17,385,0.34,204,0.18,7,0.01,12,0.01,106,0.09,242,0.22,0,0.00,9,0.01,0,0.00,12,0.01,104,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,38,0.03,"1,119",100.00%
73,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,73,"2,389","1,265",0.53,0.47,PAN,561,0.44,270,0.21,PRI,291,0.23,15,0.01,MORENA,276,0.22,PAN,561,0.44,270,0.21,PRI,291,0.23,15,0.01,MORENA,276,0.25,561,0.44,291,0.23,2,0.00,10,0.01,39,0.03,276,0.22,0,0.00,4,0.00,0,0.00,6,0.00,42,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,0.03,"1,265",100.00%
74,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,74,"1,019",594,0.58,0.42,PAN,241,0.41,44,0.07,PRI,197,0.33,95,0.16,MORENA,102,0.17,PAN,241,0.41,44,0.07,PRI,197,0.33,95,0.16,MORENA,102,0.08,241,0.41,197,0.33,2,0.00,3,0.01,14,0.02,102,0.17,0,0.00,0,0.00,0,0.00,3,0.01,15,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.03,594,100.00%
75,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,75,"2,147","1,092",0.51,0.49,PAN,415,0.38,119,0.11,PRI,296,0.27,77,0.07,MORENA,219,0.20,PAN,415,0.38,119,0.11,PRI,296,0.27,77,0.07,MORENA,219,0.37,415,0.38,296,0.27,13,0.01,8,0.01,33,0.03,219,0.20,0,0.00,6,0.01,0,0.00,10,0.01,39,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,53,0.05,"1,092",100.00%
76,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,892,"3,025","1,632",0.54,0.46,PAN,555,0.34,100,0.06,PRI,455,0.28,97,0.06,MORENA,358,0.22,PAN,555,0.34,100,0.06,PRI,455,0.28,97,0.06,MORENA,358,0.33,555,0.34,455,0.28,5,0.00,14,0.01,109,0.07,358,0.22,0,0.00,7,0.00,0,0.00,16,0.01,65,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.00,46,0.03,"1,632",100.00%
77,22,QUERETARO,3,CADEREYTA DE MONTES,1,14,893,611,356,0.58,0.42,PAN,124,0.35,50,0.14,MORENA,74,0.21,5,0.01,PRI,69,0.19,PAN,124,0.35,50,0.14,MORENA,74,0.21,5,0.01,PRI,69,0.04,124,0.35,69,0.19,5,0.01,1,0.00,55,0.15,74,0.21,0,0.00,0,0.00,0,0.00,3,0.01,11,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,14,0.04,356,100.00%
78,22,QUERETARO,4,COLON,1,11,76,"1,685","1,081",0.64,0.36,PRI,521,0.48,349,0.32,PAN,172,0.16,44,0.04,PVEM,128,0.12,PRI,521,0.48,349,0.32,PAN,172,0.16,44,0.04,PVEM,128,0.36,172,0.16,521,0.48,3,0.00,1,0.00,128,0.12,121,0.11,0,0.00,26,0.02,7,0.01,18,0.02,36,0.03,0,0.00,0,0.00,7,0.01,0,0.00,0,0.00,1,0.00,40,0.04,"1,081",100.00%
79,22,QUERETARO,4,COLON,1,11,77,"1,896","1,245",0.66,0.34,PRI,504,0.40,236,0.19,MORENA,268,0.22,54,0.04,PAN,214,0.17,PRI,504,0.40,236,0.19,MORENA,268,0.22,54,0.04,PAN,214,0.20,214,0.17,504,0.40,6,0.00,6,0.00,99,0.08,268,0.22,0,0.00,30,0.02,16,0.01,15,0.01,48,0.04,0,0.00,0,0.00,8,0.01,0,0.00,0,0.00,1,0.00,30,0.02,"1,245",100.00%
80,22,QUERETARO,4,COLON,1,11,78,"1,409",928,0.66,0.34,PRI,386,0.42,233,0.25,PAN,153,0.16,8,0.01,MORENA,145,0.16,PRI,386,0.42,233,0.25,PAN,153,0.16,8,0.01,MORENA,145,0.12,153,0.16,386,0.42,6,0.01,6,0.01,125,0.13,145,0.16,0,0.00,19,0.02,9,0.01,9,0.01,35,0.04,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,0,0.00,32,0.03,928,100.00%
81,22,QUERETARO,4,COLON,1,11,79,"3,868","2,302",0.60,0.40,PRI,896,0.39,456,0.20,PAN,440,0.19,53,0.02,MORENA,387,0.17,PRI,896,0.39,456,0.20,PAN,440,0.19,53,0.02,MORENA,387,0.42,440,0.19,896,0.39,9,0.00,16,0.01,245,0.11,387,0.17,0,0.00,53,0.02,50,0.02,53,0.02,66,0.03,0,0.00,0,0.00,8,0.00,0,0.00,0,0.00,2,0.00,77,0.03,"2,302",100.00%
82,22,QUERETARO,4,COLON,1,11,80,493,279,0.57,0.43,PRI,157,0.56,99,0.35,PAN,58,0.21,35,0.13,MORENA,23,0.08,PRI,157,0.56,99,0.35,PAN,58,0.21,35,0.13,MORENA,23,0.01,58,0.21,157,0.56,3,0.01,1,0.00,9,0.03,23,0.08,0,0.00,3,0.01,2,0.01,1,0.00,3,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,18,0.06,279,100.00%
83,22,QUERETARO,4,COLON,1,11,81,"1,496",884,0.59,0.41,PRI,488,0.55,248,0.28,PAN,240,0.27,198,0.22,NULOS,42,0.05,PRI,488,0.55,248,0.28,PAN,240,0.27,198,0.22,NULOS,42,0.15,240,0.27,488,0.55,4,0.00,5,0.01,14,0.02,41,0.05,0,0.00,22,0.02,11,0.01,1,0.00,1,0.00,0,0.00,0,0.00,15,0.02,0,0.00,0,0.00,0,0.00,42,0.05,884,100.00%
84,22,QUERETARO,4,COLON,1,11,82,"1,229",839,0.68,0.32,PRI,378,0.45,165,0.20,PAN,213,0.25,71,0.08,MORENA,142,0.17,PRI,378,0.45,165,0.20,PAN,213,0.25,71,0.08,MORENA,142,0.16,213,0.25,378,0.45,4,0.00,2,0.00,27,0.03,142,0.17,0,0.00,19,0.02,7,0.01,4,0.00,9,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,0.04,839,100.00%
85,22,QUERETARO,4,COLON,1,11,83,"3,436","2,209",0.64,0.36,PRI,917,0.42,139,0.06,PAN,778,0.35,574,0.26,MORENA,204,0.09,PRI,917,0.42,139,0.06,PAN,778,0.35,574,0.26,MORENA,204,0.24,778,0.35,917,0.42,8,0.00,14,0.01,47,0.02,204,0.09,0,0.00,45,0.02,45,0.02,35,0.02,31,0.01,0,0.00,0,0.00,19,0.01,0,0.00,0,0.00,0,0.00,66,0.03,"2,209",100.00%
86,22,QUERETARO,4,COLON,1,11,84,"1,554",867,0.56,0.44,PRI,380,0.44,189,0.22,PAN,191,0.22,75,0.09,MORENA,116,0.13,PRI,380,0.44,189,0.22,PAN,191,0.22,75,0.09,MORENA,116,0.05,191,0.22,380,0.44,3,0.00,5,0.01,21,0.02,116,0.13,0,0.00,22,0.03,16,0.02,8,0.01,51,0.06,0,0.00,0,0.00,3,0.00,0,0.00,0,0.00,0,0.00,51,0.06,867,100.00%
87,22,QUERETARO,4,COLON,1,11,85,"1,122",660,0.59,0.41,MORENA,220,0.33,76,0.12,PRI,144,0.22,2,0.00,PAN,142,0.22,MORENA,220,0.33,76,0.12,PRI,144,0.22,2,0.00,PAN,142,0.16,142,0.22,144,0.22,7,0.01,9,0.01,20,0.03,220,0.33,0,0.00,54,0.08,20,0.03,8,0.01,11,0.02,0,0.00,0,0.00,4,0.01,0,0.00,0,0.00,0,0.00,21,0.03,660,100.00%
88,22,QUERETARO,4,COLON,1,11,86,"1,534",812,0.53,0.47,PRI,358,0.44,155,0.19,PAN,203,0.25,76,0.09,MORENA,127,0.16,PRI,358,0.44,155,0.19,PAN,203,0.25,76,0.09,MORENA,127,0.19,203,0.25,358,0.44,0,0.00,4,0.00,24,0.03,127,0.16,0,0.00,16,0.02,20,0.02,6,0.01,17,0.02,0,0.00,0,0.00,7,0.01,0,0.00,0,0.00,1,0.00,29,0.04,812,100.00%
89,22,QUERETARO,4,COLON,1,11,87,"2,139","1,152",0.54,0.46,PRI,414,0.36,169,0.15,MORENA,245,0.21,9,0.01,PAN,236,0.20,PRI,414,0.36,169,0.15,MORENA,245,0.21,9,0.01,PAN,236,0.29,236,0.20,414,0.36,18,0.02,8,0.01,47,0.04,245,0.21,0,0.00,27,0.02,38,0.03,24,0.02,51,0.04,0,0.00,0,0.00,5,0.00,0,0.00,0,0.00,2,0.00,37,0.03,"1,152",100.00%
90,22,QUERETARO,4,COLON,1,11,88,"2,680","1,492",0.56,0.44,PRI,526,0.35,217,0.15,PAN,309,0.21,52,0.03,MORENA,257,0.17,PRI,526,0.35,217,0.15,PAN,309,0.21,52,0.03,MORENA,257,0.22,309,0.21,526,0.35,19,0.01,15,0.01,50,0.03,257,0.17,0,0.00,71,0.05,62,0.04,28,0.02,95,0.06,0,0.00,0,0.00,5,0.00,0,0.00,0,0.00,0,0.00,55,0.04,"1,492",100.00%
91,22,QUERETARO,4,COLON,1,11,90,"1,687","1,052",0.62,0.38,MORENA,327,0.31,39,0.04,PRI,288,0.27,53,0.05,PAN,235,0.22,MORENA,327,0.31,39,0.04,PRI,288,0.27,53,0.05,PAN,235,0.16,235,0.22,288,0.27,10,0.01,9,0.01,31,0.03,327,0.31,0,0.00,69,0.07,12,0.01,10,0.01,17,0.02,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,42,0.04,"1,052",100.00%
92,22,QUERETARO,4,COLON,1,11,91,"1,714","1,072",0.63,0.37,PRI,362,0.34,97,0.09,PAN,265,0.25,41,0.04,MORENA,224,0.21,PRI,362,0.34,97,0.09,PAN,265,0.25,41,0.04,MORENA,224,0.21,265,0.25,362,0.34,9,0.01,10,0.01,39,0.04,224,0.21,0,0.00,72,0.07,13,0.01,5,0.00,21,0.02,0,0.00,0,0.00,6,0.01,0,0.00,0,0.00,1,0.00,45,0.04,"1,072",100.00%
93,22,QUERETARO,4,COLON,1,11,92,"4,312","2,491",0.58,0.42,PRI,716,0.29,100,0.04,PAN,616,0.25,38,0.02,MORENA,578,0.23,PRI,716,0.29,100,0.04,PAN,616,0.25,38,0.02,MORENA,578,0.54,616,0.25,716,0.29,23,0.01,19,0.01,93,0.04,578,0.23,0,0.00,120,0.05,67,0.03,33,0.01,110,0.04,0,0.00,0,0.00,23,0.01,0,0.00,0,0.00,1,0.00,92,0.04,"2,491",100.00%
94,22,QUERETARO,4,COLON,1,11,94,"3,104","1,513",0.49,0.51,PAN,519,0.34,151,0.10,PRI,368,0.24,122,0.08,MORENA,246,0.16,PAN,519,0.34,151,0.10,PRI,368,0.24,122,0.08,MORENA,246,0.10,519,0.34,368,0.24,20,0.01,17,0.01,52,0.03,246,0.16,0,0.00,78,0.05,33,0.02,37,0.02,45,0.03,0,0.00,0,0.00,19,0.01,0,0.00,0,0.00,0,0.00,79,0.05,"1,513",100.00%
95,22,QUERETARO,4,COLON,1,11,95,"2,371","1,294",0.55,0.45,PRI,391,0.30,35,0.03,PAN,356,0.28,64,0.05,MORENA,292,0.23,PRI,391,0.30,35,0.03,PAN,356,0.28,64,0.05,MORENA,292,0.19,356,0.28,391,0.30,14,0.01,12,0.01,32,0.02,292,0.23,0,0.00,42,0.03,24,0.02,15,0.01,66,0.05,0,0.00,0,0.00,4,0.00,0,0.00,0,0.00,0,0.00,46,0.04,"1,294",100.00%
96,22,QUERETARO,4,COLON,1,11,96,"3,079","1,628",0.53,0.47,MORENA,494,0.30,59,0.04,PRI,435,0.27,18,0.01,PAN,417,0.26,MORENA,494,0.30,59,0.04,PRI,435,0.27,18,0.01,PAN,417,0.32,417,0.26,435,0.27,7,0.00,19,0.01,40,0.02,494,0.30,0,0.00,67,0.04,24,0.01,9,0.01,53,0.03,0,0.00,0,0.00,16,0.01,0,0.00,0,0.00,0,0.00,47,0.03,"1,628",100.00%
97,22,QUERETARO,4,COLON,1,11,894,"2,082",962,0.46,0.54,PAN,296,0.31,45,0.05,PRI,251,0.26,73,0.08,MORENA,178,0.19,PAN,296,0.31,45,0.05,PRI,251,0.26,73,0.08,MORENA,178,0.11,296,0.31,251,0.26,8,0.01,15,0.02,29,0.03,178,0.19,0,0.00,43,0.04,28,0.03,36,0.04,31,0.03,0,0.00,0,0.00,7,0.01,0,0.00,0,0.00,0,0.00,40,0.04,962,100.00%
98,22,QUERETARO,4,COLON,1,11,895,"1,286",691,0.54,0.46,PAN,234,0.34,51,0.07,PRI,183,0.26,70,0.10,MORENA,113,0.16,PAN,234,0.34,51,0.07,PRI,183,0.26,70,0.10,MORENA,113,0.12,234,0.34,183,0.26,4,0.01,7,0.01,30,0.04,113,0.16,0,0.00,33,0.05,27,0.04,19,0.03,14,0.02,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,26,0.04,691,100.00%
99,22,QUERETARO,4,COLON,1,11,896,"2,442","1,484",0.61,0.39,PRI,425,0.29,81,0.05,PAN,344,0.23,3,0.00,MORENA,341,0.23,PRI,425,0.29,81,0.05,PAN,344,0.23,3,0.00,MORENA,341,0.49,344,0.23,425,0.29,7,0.00,11,0.01,21,0.01,341,0.23,0,0.00,41,0.03,17,0.01,31,0.02,174,0.12,0,0.00,0,0.00,6,0.00,0,0.00,0,0.00,0,0.00,66,0.04,"1,484",100.00%
100,22,QUERETARO,4,COLON,1,11,897,945,616,0.65,0.35,MORENA,196,0.32,40,0.06,PAN,156,0.25,32,0.05,PRI,124,0.20,MORENA,196,0.32,40,0.06,PAN,156,0.25,32,0.05,PRI,124,0.08,156,0.25,124,0.20,4,0.01,8,0.01,17,0.03,196,0.32,0,0.00,16,0.03,10,0.02,10,0.02,46,0.07,0,0.00,0,0.00,2,0.00,0,0.00,0,0.00,0,0.00,27,0.04,616,100.00%
101,22,QUERETARO,5,CORREGIDORA,5,6,97,"6,365","3,560",0.56,0.44,PAN,"2,229",0.63,"1,798",0.51,MORENA,431,0.12,85,0.02,PRI,346,0.10,PAN,"2,229",0.63,"1,798",0.51,MORENA,431,0.12,85,0.02,PRI,346,0.56,"2,229",0.63,346,0.10,41,0.01,65,0.02,102,0.03,431,0.12,28,0.01,28,0.01,25,0.01,85,0.02,43,0.01,91,0.03,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,45,0.01,"3,560",100.00%
102,22,QUERETARO,5,CORREGIDORA,5,6,98,"4,205","2,351",0.56,0.44,PAN,"1,324",0.56,994,0.42,MORENA,330,0.14,86,0.04,PRI,244,0.10,PAN,"1,324",0.56,994,0.42,MORENA,330,0.14,86,0.04,PRI,244,0.07,"1,324",0.56,244,0.10,39,0.02,38,0.02,91,0.04,330,0.14,26,0.01,20,0.01,24,0.01,56,0.02,42,0.02,60,0.03,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,55,0.02,"2,351",100.00%
